"categoria_idx","categoria_idx_pai","status","titulo","descricao","data_cadastro","codigo_imagem","titulo_en"
590,84,1,Patú,"",,,
591,84,1,Pedro Avelino,"",,,
592,84,1,Pureza,"",,,
593,84,1,São Gonçalo do Amarante,"",,,
594,84,1,São Miguel do Gostoso,"",,,
595,84,1,Serra Negra,"",,,
596,84,1,Tibau,"",,,
597,84,1,Praias,"",,,
598,84,1,Baia Formosa,"",,,
599,84,1,Bacopari,"",,,
600,84,1,Barra do Cunhaú,"",,,
601,84,1,Barra de Tabatinga,"",,,
602,84,1,Barreira D'água,"",,,
603,84,1,Barreira do Inferno,"",,,
604,84,1,Camurupim,"",,,
605,84,1,Carcará,"",,,
606,84,1,Cacimbinhas,"",,,
607,84,1,Curral,"",,,
608,84,1,Curral,"",,,
609,84,1,Caiçara do Norte,"",,,
610,84,1,Praia do amor,"",,,
611,84,1,Praia dos Artistas,"",,,
612,84,1,Praia do Forte,"",,,
613,84,1,Farol da Mãe Luisa,"",,,
614,84,1,Galinhos,"",,,
615,84,1,Guaraíras,"",,,
794,254,1,Terminal Portuário do pecém,"",,,
795,254,1,Porto do Mucuripe,"",,,
796,254,1,Porto da Petrobrás,"",,,
797,255,1,Açudes e Canais,"",,,Rivers and canals
798,255,1,Adutoras,"",,,
799,255,1,Estações de Tratamento,"",,,Treatment stations
800,255,1,Reservatórios,"",,,Reservoir
801,255,1,Lagoas,"",,,Lakes
802,256,1,Rodoviário,"",,,Road
803,256,1,Ferroviário,"",,,Rail
804,24,1,Telecomunicações,"",,,Comunications
805,25,1,Automobilismo,"",,,Racing Race
806,25,1,Vôo Livre,"",,,Free Flight
807,25,1,Escalada,"",,,Mountain Climbing
808,25,1,Mergulho,"",,,Scuba diving
809,25,1,Lancha Jetski,"",,,Boat
810,25,1,Off road,"",,,
811,25,1,Rapel,"",,,
812,25,1,Trilhas,"",,,Trails
813,25,1,Sandboard,"",,,
814,25,1,Skate,"",,,
815,25,1,Volley,"",,,volleyball
816,25,1,Bike,"",,,
817,268,1,Africa do Sul,"",,,South Africa
818,817,1,Durban,"",,,
819,817,1,Jeffrey's bay,"",,,
820,268,1,Marrocos,"",,,
821,269,1,Estados Unidos,"",,,United States US
822,821,1,Hawaii,"",,,
823,821,1,Nova York,"",,,New York
824,821,1,Chicago,"",,,
825,821,1,Minnesota,"",,,
826,269,1,Costa Rica,"",,,
827,269,1,Cuba,"",,,
828,269,1,México,"",,,
829,269,1,Argentina,"",,,
830,829,1,Buenos Aires,"",,,
831,269,1,Bolivia,"",,,
832,270,1,Indonésia,"",,,
833,832,1,Sumatra,"",,,
834,832,1,Java,"",,,
835,832,1,Bali,"",,,
836,832,1,Lombok,"",,,
837,832,1,Sumbawa,"",,,
838,270,1,China,"",,,
839,838,1,Hong kong,"",,,
840,270,1,Camboja,"",,,
841,270,1,Malásia,"",,,
842,270,1,Singapura,"",,,
843,270,1,Tailândia,"",,,Thailand
844,843,1,Bangkok,"",,,
845,270,1,Pequim,"",,,
846,270,1,Shimatai,"",,,
847,270,1,Laos,"",,,
848,271,1,Espanha,"",,,Spain
849,848,1,Barcelona,"",,,
850,848,1,Madri,"",,,
851,271,1,Inglaterra,"",,,England
852,851,1,Londres,"",,,London
853,851,1,Pais de Gales,"",,,
854,271,1,Suecia,"",,,Sweeden
855,854,1,Angelhoim,"",,,
856,854,1,Maimo,"",,,
857,271,1,Noruega,"",,,
858,857,1,Bergen,"",,,
859,271,1,Lisboa,"",,,
860,489,1,Australia,"",,,
861,860,1,Byron Bay,"",,,
862,860,1,Sidney,"",,,
863,860,1,Gold Coast,"",,,
864,860,1,Brisbane,"",,,
865,860,1,Cairns,"",,,
866,860,1,Phillip Island,"",,,
867,860,1,Queensland,"",,,
868,489,1,Fiji,"",,,
869,489,1,Tahiu,"",,,
870,489,1,Samoa,"",,,
871,489,1,Nova Zelândia,"",,,
872,871,1,Reglan,"",,,
737,205,1,Vaquejadas,"",,,
738,205,1,Crato,"",,,
739,205,1,Caruaru,"",,,
740,205,1,Carnaval,"",,,
741,205,1,Caretas,"",,,
742,205,1,Sobral,"",,,
743,205,1,Carnaval fora de época,"",,,Carnival
744,205,1,Banda Cabaçal,"",,,
745,205,1,Exvotos,"",,,
746,205,1,Reisado,"",,,
747,205,1,Romarias e Novenas,"",,,
748,205,1,Cultura popular,"",,,
749,205,1,Bumba meu boi,"",,,
750,205,1,Candomblé,"",,,
751,205,1,Penitentes,"",,,
752,205,1,Coco ( Aquiraz),"",,,
753,205,1,Vários,"",,,
626,84,1,Ponta Negra,"",,,
627,84,1,Praia da Redinha,"",,,
628,84,1,Praia da Redinha,"",,,
629,84,1,Praia de Genipabu,"",,,
630,84,1,Praia de Maracujá,"",,,
631,84,1,Pipa,"",,,
632,84,1,Ponta Gorda,"",,,
633,84,1,Praia do Rosado,"",,,
634,84,1,São Roque,"",,,
635,84,1,Sibaúma,"",,,
636,84,1,Tibaú do Sul,"",,,
637,84,1,Atol das Rocas,"",,,
638,86,1,Itatiaia,"",,,
639,86,1,RJ Capital,"",,,
640,86,1,Niterói,"",,,
641,86,1,Niterói,"",,,
642,86,1,Regão dos Lagos,"",,,
643,91,1,Florianópolis,"",,,
644,93,1,Campinas,"",,,
645,93,1,Campos de Jordão,"",,,
646,93,1,Santos,"",,,
647,93,1,Cubatão,"",,,
648,93,1,São Sebastião,"",,,
649,648,1,Juréia,"",,,
650,648,1,Alcatrazes,"",,,
651,93,1,SP Capital,"",,,
735,205,1,São Pedro,"",,,
